"Table No.19 (b)
258,GLENTECH INDUSTRIES PRIVATE LIMITED,UTTAR PRADESH,GREATER NOIDA,Other non-specialised wholesale trade n.e.c.,Glentech Ventures Pte. Ltd.,Singapore,0.51,0.07,Received in the Company,
259,Goldfarb Industries Private Limited,HARYANA,Gurgaon,"Production and refining of precious metals (such as gold, silver platinum etc.)
and alloys",Bricklane Resources Proprietary Limited,Australia,0.01,0.00,Received in the Company,
260,"GRAINPRO INDIA POSTHARVEST TECHNOLOGY
PRIVATE LIMITED",MAHARASHTRA,Pune,"Other post harvest crop activities, n.e.c.",GRAINPRO INC,U.S.A,0.00,0.00,Received in the Company,
261,GRAND ORGANICS PRIVATE LIMITED,GOA,North Goa,Manufacture of basic chemicals,Harcros India LLC,U.S.A,0.46,0.06,Received in the Company,
262,GREEN CATALYSATOR IT INDIA PRIVATE LIMITED,TAMIL NADU,Coimbatore,Other information technology and computer service activities n.e.c,GREEN CATALYSATOR IT AKTIEBOLAG,Sweden,0.01,0.00,Received in the Company,
263,GREENER PRIVATE LIMITED,TAMIL NADU,Coimbatore,Manufacture of knitted and crocheted cotton fabrics,Go Green GmbH,Germany,0.55,0.08,Received in the Company,
264,"GREINER BIO-ONE
INDIA PRIVATE LIMITED",GUJARAT,Ahmedabad,Other non-specialised wholesale trade n.e.c.,Greiner Bio-One GmbH,Austria,3.09,0.42,"Received in
the Company",
265,GYMPIK HEALTH SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",ROUNDGLASS LLC,U.S.A,0.01,0.00,Received in the Company,
266,HALVAD RENEWABLES PRIVATE LIMITED,DELHI,Central Delhi,Electric power generation using other non conventional sources,EDF Renouvelables International,France,0.00,0.00,Received in the Company,
267,HALVAD RENEWABLES,DELHI,Central Delhi,Electric power generation using other non,EDF EN INDIA WIND,France,0.00,0.00,Received in the,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,PRIVATE LIMITED,,,conventional sources,,,,,Company,
268,HARKIN GLOBAL SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Chennai,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances, n.e.c; photographic equipment, games, toys and sports goods (also includes
bicycles, cycle ricksh",Shan Qi,China,0.01,0.00,Received in the Company,
269,Hash Education Pvt Ltd,State Not Indicated,District Not Indicated,Educational support services,Hash Education INC,U.S.A,0.01,0.00,-,
270,Hash Education Pvt Ltd,State Not Indicated,District Not Indicated,Educational support services,Hash Education INC,U.S.A,0.01,0.00,-,
271,HashiCorp (India) Private Limited,DELHI,East Delhi,Other business support service activities n.e.c,"HashiCorp, Inc",U.S.A,0.00,0.00,"Received in the
Company",
272,HashiCorp (India) Private Limited,DELHI,East Delhi,Other business support service activities n.e.c,HashiCorp (Singapore) Pte. Ltd,Singapore,0.00,0.00,Received in the Company,
273,HDFC ERGO HEALTH INSURANCE LIMITED,TELANGANA,Hyderabad,Non-life insurance,Muncih Health Holding AG,Germany,0.09,0.01,"Received in the
Company",
274,HDFC ERGO HEALTH INSURANCE LIMITED,TELANGANA,Hyderabad,Non-life insurance,Munich Health Holding AG,Germany,0.04,0.01,Received in the Company,
275,HEAD ACOUSTICS INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,Other non-specialised wholesale trade n.e.c.,Head Acoustics GmbH,Germany,0.00,0.00,Received in the Company,
276,"HENSON INFO
SOLUTIONS PRIVATE LIMITED",PUNJAB,Mohali,"Other information
technology and computer service activities n.e.c","THE HENSON GROUP, INC.",U.S.A,0.00,0.00,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
277,HERPORT LOGISTICS PRIVATE LIMITED,TAMIL NADU,Chennai,"Activities related to air transport of passengers,
animals or freight",MNC Investment Holdings Pte. Ltd.,Singapore,0.02,0.00,"Received in the
Company",
278,HESS IND ECO PRIVATE LIMITED,KERALA,Idukki,"Manufacture of commercial vehicles such as vans, lorries, over-the- road tractors for semi-
trailers etc.",Carrosserie Hess AG,Switzerland,0.00,0.00,Received in the Company,
279,HEXAWARE TECHNOLOGIES LIMITED,MAHARASHTRA,Thane,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",HT Global Holdings B.V.,Netherland,30.46,4.18,Received in the Company,
280,HEXAWARE TECHNOLOGIES LIMITED,MAHARASHTRA,Thane,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",HT Global Holdings B.V.,Netherland,215.92,29.53,Received in the Company,
281,HIGH STREET ESSENTIALS PRIVATE LIMITED,DELHI,South Delhi,"Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and other fashion goods as well as other personal or
household goods",SAIF Partners India VI Limited,Mauritius,8.76,1.20,Received in the Company,
282,"Home First Finance Comapny India
Limited",MAHARASHTRA,Mumbai,Other credit granting,Orange Clove Investments B.V,Netherland,72.31,9.89,"Received in the
Company",
283,Home First Finance Comapny India Limited,MAHARASHTRA,Mumbai,Other credit granting,Orange Clove Investments B.V.,Netherland,6.98,0.95,Received in the Company,
284,HONASA CONSUMER PRIVATE LIMITED,DELHI,West Delhi,Manufacture of other articles n.e.c.,Sofina Ventures S.A.,Belgium,23.08,3.17,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
285,HONASA CONSUMER PRIVATE LIMITED,DELHI,West Delhi,Manufacture of other articles n.e.c.,Sofina Ventures SA,Belgium,0.87,0.12,"Received in the
Company",
286,HONASA CONSUMER PRIVATE LIMITED,DELHI,West Delhi,Manufacture of other articles n.e.c.,Sofina Ventures S.A.,Belgium,6.97,0.96,Received in the Company,
287,HONASA CONSUMER PRIVATE LIMITED,DELHI,West Delhi,Manufacture of other articles n.e.c.,Sofina Ventures S.A.,Belgium,0.54,0.07,Received in the Company,
288,HONASA CONSUMER PRIVATE LIMITED,DELHI,West Delhi,Manufacture of other articles n.e.c.,Sofina Ventures S.A.,Belgium,87.54,12.03,Received in the Company,
289,HONASA CONSUMER PRIVATE LIMITED,DELHI,West Delhi,Manufacture of other articles n.e.c.,Sofina Ventures S.A.,Belgium,0.33,0.04,Received in the Company,
290,HUBILO SOFTECH PRIVATE LIMITED,GUJARAT,Ahmedabad,Other information technology and computer service activities n.e.c,HUBILO TECHNOLOGIES INC,U.S.A,0.06,0.01,Received in the Company,
291,HUBILO SOFTECH PRIVATE LIMITED,GUJARAT,Ahmedabad,Other information technology and computer service activities n.e.c,HUBILO TECHNOLOGIES INC,U.S.A,0.44,0.06,Received in the Company,
292,HUBILO SOFTECH PRIVATE LIMITED,GUJARAT,Ahmedabad,"Other information
technology and computer service activities n.e.c",HUBILO TECHNOLOGIES INC,U.S.A,0.79,0.11,"Received in
the Company",
293,HUBILO SOFTECH PRIVATE LIMITED,GUJARAT,Ahmedabad,Other information technology and computer service activities n.e.c,HUBILO TECHNOLOGIES INC,U.S.A,0.03,0.00,Received in the Company,
294,HUBILO SOFTECH PRIVATE LIMITED,GUJARAT,Ahmedabad,Other information technology and computer service activities n.e.c,HUBILO TECHNOLOGIES INC,U.S.A,0.44,0.06,Received in the Company,
295,HUBILO SOFTECH PRIVATE LIMITED,GUJARAT,Ahmedabad,Other information technology and computer,HUBILO TECHNOLOGIES INC,U.S.A,0.53,0.07,Received in the,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,service activities n.e.c,,,,,Company,
296,HUBILO SOFTECH PRIVATE LIMITED,GUJARAT,Ahmedabad,Other information technology and computer service activities n.e.c,HUBILO TECHNOLOGIES INC,U.S.A,0.44,0.06,Received in the Company,
297,HUBILO SOFTECH PRIVATE LIMITED,GUJARAT,Ahmedabad,"Other information
technology and computer service activities n.e.c",HUBILO TECHNOLOGIES INC,U.S.A,0.44,0.06,"Received in
the Company",
298,HUBILO SOFTECH PRIVATE LIMITED,GUJARAT,Ahmedabad,"Other information technology and computer
service activities n.e.c",HUBILO TECHNOLOGIES INC,U.S.A,0.53,0.07,"Received in the
Company",
299,HUBILO SOFTECH PRIVATE LIMITED,GUJARAT,Ahmedabad,Other information technology and computer service activities n.e.c,HUBILO TECHNOLOGIES INC,U.S.A,0.53,0.07,Received in the Company,
300,IDBI Federal Life Insurance Company Limited,MAHARASHTRA,Mumbai,Life insurance,Ageas Insurance International NV,Belgium,507.10,69.36,Received in the Company,
301,IDEAL MATRIX TECHNOLOGIES PRIVATE LIMITED,DELHI,South Delhi,Manufacture of other plastics products n.e.c.,ASN Technologies Pte Ltd.,Singapore,0.01,0.00,Received in the Company,
302,IDEAL MATRIX TECHNOLOGIES PRIVATE LIMITED,DELHI,South Delhi,Manufacture of other plastics products n.e.c.,ASN Technologies Pte Ltd.,Singapore,0.02,0.00,Received in the Company,
303,IFAST FINANCIAL INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Activities auxiliary to financial service activities n.e.c.,Ifast India Investments PTE Ltd,Singapore,0.54,0.07,Received in the Company,
304,"IMAGINE
MARKETING PRIVATE LIMITED",MAHARASHTRA,Mumbai,"Wholesale of other
electronic equipments and parts thereof",South Lake Investment Ltd,Mauritius,95.00,13.06,"Received in
the Company",
305,"IMAGINE MARKETING PRIVATE
LIMITED",MAHARASHTRA,Mumbai,"Wholesale of other electronic equipments and
parts thereof",South Lake Investment Ltd,Mauritius,72.61,9.93,"Received in the
Company",
306,IMAGINE,MAHARASHTRA,Mumbai,Wholesale of other,South Lake Investment,Mauritius,95.00,13.06,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,MARKETING PRIVATE LIMITED,,,electronic equipments and parts thereof,Ltd,,,,the Company,
307,"IMEDRIX HEALTHCARE SOLUTIONS PRIVATE
LIMITED",KARNATAKA,Bengaluru,Manufacture of other medical and dental instruments n.e.c.,"Piitech Inc , USA",U.S.A,0.00,0.00,Received in the Company,
308,INCRED CAPITAL FINANCIAL SERVICES PRIVATE LIMITED,DELHI,South Delhi,Other credit granting,PANGAL RAMACHANDRA NAYAK,United Kingdom,7.29,1.00,Received in the Company,
309,InCred Financial Services Limited,DELHI,South Delhi,Other credit granting,V'Ocean Investments Ltd,Mauritius,0.70,0.10,Received in the Company,
310,InCred Financial Services Limited,DELHI,South Delhi,Other credit granting,V'Ocean Investments Limited,Mauritius,4.56,0.63,Received in the Company,
311,InCred Financial Services Limited,DELHI,South Delhi,Other credit granting,V'Ocean Investments Limited,Mauritius,14.96,2.05,Received in the Company,
312,INEDGE TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,Other information technology and computer service activities n.e.c,Invoid Inc.,U.S.A,0.00,0.00,Received in the Company,
313,INERG SOFTWARE INNOVATIONS PRIVATE LIMITED,KERALA,Ernakulam,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",INERG INC,U.S.A,0.32,0.04,Received in the Company,
314,Infi Technologies Private Limited,DELHI,South West Delhi,Other information technology and computer service activities n.e.c,TRADEMO TECHNOLOGIES INC.,U.S.A,0.00,0.00,Received in the Company,
315,Infiffresh Foods Private Limited,KARNATAKA,Bengaluru,"Wholesale of meat, fish and eggs",Matrix Partners India Investments III LLC,Mauritius,2.18,0.30,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
316,"INTECH CREATIVE SERVICES PRIVATE
LIMITED",GUJARAT,Gandhi Nagar,"Other information technology and computer
service activities n.e.c",DP World FZE,UAE,17.69,2.43,"Received in the
Company",
317,INVOLUTE TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Pune,"Manufacture of bearings, gears, gearing and driving elements",IG Watteeuw International NV,Belgium,28.77,3.95,Received in the Company,
318,ISBIR MEWAR BULK BAG PRIVATE LIMITED,RAJASTHAN,Udaipur,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases,
carboys, bottles etc.)",ISBIR SENTETIK DOKUMA SANAYI A.S.,Turkey,1.70,0.23,GreenField,
319,"Istar Skill Development Private
Limited",KARNATAKA,Bengaluru,Educational support activities,SCI INVESTMENTS VI,Mauritius,0.76,0.10,"Received in the
Company",
320,ITEUVE INDIA PRIVATE LIMITED,DELHI,Central Delhi,Technical testing and analysis,Applus Iteuve Technology S.L.U,Spain,0.00,0.00,"Received in the
Company",
321,ITEUVE INDIA PRIVATE LIMITED,DELHI,Central Delhi,Technical testing and analysis,"Applus Servicios Tecnologicos, S.L.U",Spain,0.00,0.00,Received in the Company,
322,"IVALUE INFOSOLUTIONS
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Wholesale of computers and computer peripheral
equipment",SUNDARA (MAURITIUS) LIMITED,Mauritius,79.97,10.99,"Received in the
Company",
323,IVALUE INFOSOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,Wholesale of computers and computer peripheral equipment,SUNDARA (MAURITIUS) LIMITED,Mauritius,45.01,6.18,Received in the Company,
324,JAYANT TUBES PVT LTD,KERALA,Ernakulam,Manufacture of tube and tube fittings of basic iron and steel,FIROSH MOHAMMED,Kuwait,0.99,0.14,Received in the Company,
325,Junglee Games India Private Limited,DELHI,South West Delhi,"Other information
technology and computer service activities n.e.c",Junglee Games Inc.,U.S.A,10.50,1.44,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
326,"KAALBI TECHNOLOGIES
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Providing software support and maintenance
to the clients",RADWARE LTD,Israel,0.22,0.03,"Received in the
Company",
327,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,0.18,0.02,Received in the Company,
328,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,0.04,0.01,Received in the Company,
329,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,2.29,0.31,Received in the Company,
330,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,2.03,0.28,Received in the Company,
331,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,0.02,0.00,Received in the Company,
332,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,0.18,0.02,Received in the Company,
333,"KAALBI
TECHNOLOGIES PRIVATE LIMITED",KARNATAKA,Bengaluru,"Providing software
support and maintenance to the clients",RADWARE LTD,Israel,0.15,0.02,"Received in
the Company",
334,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,0.02,0.00,Received in the Company,
335,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,0.03,0.00,Received in the Company,
336,KAALBI TECHNOLOGIES,KARNATAKA,Bengaluru,Providing software support and maintenance,RADWARE LTD,Israel,1.77,0.24,Received in the,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,PRIVATE LIMITED,,,to the clients,,,,,Company,
337,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,0.50,0.07,Received in the Company,
338,"KAALBI
TECHNOLOGIES PRIVATE LIMITED",KARNATAKA,Bengaluru,"Providing software
support and maintenance to the clients",RADWARE LTD,Israel,0.57,0.08,"Received in
the Company",
339,"KAALBI TECHNOLOGIES
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Providing software support and maintenance
to the clients",RADWARE LTD,Israel,0.03,0.00,"Received in the
Company",
340,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,0.25,0.03,Received in the Company,
341,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,0.18,0.02,Received in the Company,
342,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,0.29,0.04,Received in the Company,
343,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,0.72,0.10,Received in the Company,
344,KAALBI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,RADWARE LTD,Israel,2.30,0.31,Received in the Company,
345,"KAALBI
TECHNOLOGIES PRIVATE LIMITED",KARNATAKA,Bengaluru,"Providing software
support and maintenance to the clients",RADWARE LTD,Israel,0.62,0.09,"Received in
the Company",
346,"KAALBI TECHNOLOGIES
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Providing software support and maintenance
to the clients",RADWARE LTD,Israel,0.13,0.02,"Received in the
Company",
347,KETCHUM SAMPARK,MAHARASHTRA,Mumbai,Management consultancy,Omnicom APIMA,United,5.22,0.72,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,PRIVATE LIMITED,,,activities,Investments Limited,Kingdom,,,the Company,
348,KETCHUM SAMPARK PRIVATE LIMITED,MAHARASHTRA,Mumbai,Management consultancy activities,Omnicom APIMA Investments Limited,United Kingdom,6.35,0.87,Received in the Company,
349,KETTO ONLINE VENTURES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other professional, scientific and technical activities n.e.c.",Beenext Emerging Asia Pte Ltd,Singapore,0.17,0.02,Received in the Company,
350,"KLIENTO
TECHNOLOGIES PRIVATE LIMITED",DELHI,South West Delhi,"Providing software
support and maintenance to the clients",Chan Peng,Singapore,0.00,0.00,"Received in
the Company",
351,KODO TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,KODO INC,U.S.A,0.00,0.00,Received in the Company,
352,KODO TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Kodo Inc,U.S.A,0.00,0.00,Received in the Company,
353,KODO TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,KODO INC,U.S.A,0.00,0.00,Received in the Company,
354,Kognitiv India Pvt Ltd,TELANGANA,Hyderabad,"Computer consultancy and computer facilities
management activities",Kognitiv Inc,U.S.A,0.01,0.00,"Received in the
Company",
355,KRAMWEN REAL ESTATE SERVICES PRIVATE LIMITED,Telangana,Hyderabad,Combined office administrative service activities,"Newmark Partners, L.P.",U.S.A,0.01,0.00,Received in the Company,
356,Krishna Institute of Medical Sciences Ltd,State Not Indicated,District Not Indicated,Hospital activities,"General Atlantic Singapore KH PTE LTD,Singapore",Singapore,12.45,1.70,-,
357,"KRUZR MOBILITY
TECHNOLOGY SOLUTIONS PRIVATE",KARNATAKA,Bengaluru,"Other information
technology and computer service activities n.e.c",Kruzr Technology Solutions Inc.,U.S.A,0.00,0.00,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,LIMITED,,,,,,,,,
358,KRYPTOS NETWORKS PRIVATE LIMITED,TAMIL NADU,Chennai,Providing software support and maintenance to the clients,Crayon Group AS,Norway,5.12,0.70,Received in the Company,
359,"KUIBYSHEVAZOT ENGINEERING PLASTICS (INDIA)
PRIVATE LIMITED",ANDHRA PRADESH,Nellore,Manufacture of other plastics products n.e.c.,Kuibyshevazot PJSC,Russia,0.01,0.00,Received in the Company,
360,"KUIBYSHEVAZOT ENGINEERING PLASTICS (INDIA)
PRIVATE LIMITED",ANDHRA PRADESH,Nellore,Manufacture of other plastics products n.e.c.,CPH Foreign Projects B.V.,Netherland,0.00,0.00,Received in the Company,
361,Leeboy Construction Equipment Pvt Ltd,State Not Indicated,District Not Indicated,"Manufacture of earth- moving machinery (bulldozers, angle-dozers, graders, scrapers, levellers, mechanical shovels, shovel loaders, off-road dumping trucks
etc.)",SDG Kinetics Pte Ltd,Singapore,0.01,0.00,-,
362,Leeboy Construction Equipment Pvt Ltd,State Not Indicated,District Not Indicated,"Manufacture of earth- moving machinery (bulldozers, angle-dozers, graders, scrapers, levellers, mechanical shovels, shovel loaders, off-road dumping trucks
etc.)",SDG Kinetics Pte Ltd,Singapore,0.00,0.00,-,
363,LENTRA AI PRIVATE LIMITED,MAHARASHTRA,Pune,Other information technology and computer service activities n.e.c,SIG Global India Fund I LLP,U.S.A,2.82,0.39,Received in the Company,
364,LENTRA AI PRIVATE LIMITED,MAHARASHTRA,Pune,Other information technology and computer,Jayant Kadambi,U.S.A,1.50,0.21,Received in the,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,service activities n.e.c,,,,,Company,
365,"LETS TALK THREE SIXTY DATA NETWORKING SOLUTIONS PRIVATE
LIMITED",DELHI,South Delhi,Other telecommunications activities,TALK360 GROUP B.V.,Netherland,0.01,0.00,Received in the Company,
366,Lifafa Tech Services Pvt Ltd,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,TORCHLIGHT ADVISORS PRIVATE LIMITED,United Kingdom,0.02,0.00,Received in the Company,
367,Lifafa Tech Services Pvt Ltd,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,TORCHLIGHT ADVISORS PRIVATE LIMITED,United Kingdom,0.02,0.00,Received in the Company,
368,LILA GAMES PRIVATE LIMITED,KARNATAKA,Bengaluru,Publishing of computer games for all platforms,Lila Games INC,U.S.A,0.00,0.00,Received in the Company,
369,Lioli Ceramica Private Limited,GUJARAT,Rajkot,Manufacture of other articles n.e.c.,Caesarstone Ltd,Israel,74.71,10.27,Received in the Company,
370,LIVINGFOODCO PRIVATE LIMITED,KARNATAKA,Bengaluru,Retail sale of other food products n.e.c.,Living Food Asia Corporation,U.S.A,0.00,0.00,Received in the Company,
371,Localcube Commerce Private Limited,KARNATAKA,Bengaluru,"Wholesale trade via e- commerce excluding activities of commission
agents",Gautam Saxena,Singapore,0.16,0.02,Received in the Company,
372,Localcube Commerce Private Limited,KARNATAKA,Bengaluru,"Wholesale trade via e- commerce excluding activities of commission
agents",Mangrove V Investments S.À R.L,Luxembourg,1.00,0.14,Received in the Company,
373,Localcube Commerce Private Limited,KARNATAKA,Bengaluru,"Wholesale trade via e-
commerce excluding activities of commission",Silver Cap Limited,British Virginia,1.41,0.19,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,agents,,,,,,
374,LOGILYTICS PRIVATE LIMITED,TELANGANA,Hyderabad,Other information technology and computer service activities n.e.c,Diyotta Services INC,U.S.A,0.01,0.00,Received in the Company,
375,Mahindra CIE Automotive Limited,MAHARASHTRA,Mumbai,"Forging, pressing, stamping and roll-forming of metal; powder
metallurgy","Participaciones Internacionales Autometal, Dos S.L",Spain,6.05,0.83,Received in the Company,
376,"MANAGESERVE TECHNOLOGIES (INDIA) PRIVATE
LIMITED",KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,MANAGESERVE INC,U.S.A,0.01,0.00,Received in the Company,
377,"MANAGESERVE TECHNOLOGIES (INDIA) PRIVATE
LIMITED",KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,MANAGESERVE INC,U.S.A,0.04,0.01,Received in the Company,
378,MANASH LIFESTYLE PRIVATE LIMITED,MAHARASHTRA,Mumbai,Retail sale via e-commerce,Verlinvest SA,Belgium,4.00,0.55,"Received in
the Company",
379,MANASH LIFESTYLE PRIVATE LIMITED,MAHARASHTRA,Mumbai,Retail sale via e-commerce,VERLINVEST SA,Belgium,10.26,1.40,Received in the Company,
380,MANASH LIFESTYLE PRIVATE LIMITED,MAHARASHTRA,Mumbai,Retail sale via e-commerce,VERLINVEST SA,Belgium,8.73,1.19,Received in the Company,
381,MANIPALCIGNA HEALTH INSURANCE COMPANY LIMITED,MAHARASHTRA,Mumbai,Life insurance,CIGNA HOLDINGS OVERSEAS INC,U.S.A,104.37,14.28,Received in the Company,
382,MANTLE SOLUTIONS PRIVATE LIMITED,KERALA,Ernakulam,"Computer consultancy and computer facilities
management activities",Lulu BPO SPV LTD,UAE,0.18,0.02,"Received in the
Company",
383,Maybright Ventures,WEST BENGAL,Kolkata,Other information,Lotus Microfinance LLC,U.S.A,3.35,0.46,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,Private Limited,,,technology and computer service activities n.e.c,,,,,the Company,
384,MBM LIMITED,PUNJAB,Mohali,Activities of call centres,Omni Corp (FZC),UAE,21.70,2.98,Received in the Company,
385,MEDPLUS HEALTH SERVICES PRIVATE LIMITED,TELANGANA,Hyderabad,Activities of independent diagnostic/pathological laboratories,LAVENDER ROSE INVESTMENT LTD,Mauritius,521.14,71.59,Received in the Company,
386,"MEDPLUS HEALTH
SERVICES PRIVATE LIMITED",TELANGANA,Hyderabad,"Activities of independent
diagnostic/pathological laboratories",LAVENDER ROSE INVESTMENT LTD,Mauritius,57.40,7.89,"Received in
the Company",
387,MITUTOYO SOUTH ASIA PRIVATE LIMITED,DELHI,South Delhi,"Wholesale of scientific, medical and surgical machinery and equipment",Mitutoyo Corporation,Japan,119.95,16.48,Received in the Company,
388,MONTBLANC INDIA RETAIL PRIVATE LIMITED,KARNATAKA,Bengaluru,"Retail sale of leather goods and travel accessories of leather and leather
substitutes",RLG Europe B.V.,Netherland,43.10,5.92,Received in the Company,
389,MOONFROG LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,STILLFRONT GROUP AB,Sweden,381.68,52.43,Received in the Company,
390,"MOONRAFT
INNOVATION LABS PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information
technology and computer service activities n.e.c",UST GLOBAL (SINGAPORE) PTE LTD,Singapore,7.22,0.99,"Received in
the Company",
391,MOONRAFT INNOVATION LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,UST GLOBAL (SINGAPORE) PTE LTD,Singapore,0.72,0.10,Received in the Company,
392,MOONRAFT INNOVATION LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,UST GLOBAL (SINGAPORE) PTE LTD,Singapore,0.72,0.10,Received in the Company,
393,MOONRAFT INNOVATION LABS,KARNATAKA,Bengaluru,Other information technology and computer,UST GLOBAL (SINGAPORE) PTE LTD,Singapore,7.94,1.09,Received in the,
